sale_volume,price,shop,comment,title
3.0万,"
久洲兔旗舰店
",3703笔,纯棉卡通床上用品四件套床笠1.5m全棉儿童床品床单人被套三4件套3,137.00
1816,"
悠享家纺旗舰店
",224笔,悠享婚庆床品 婚庆四件套大红色新中式贡缎刺绣七件结婚床上用品,370.00
2319,"
雅牧家纺旗舰店
",86笔,雅牧全棉贡缎刺绣大红色婚庆四件套新婚结婚床上用品六八十多件套,1528.00
1783,"
blueblue旗舰店
",632笔,儿童床上用品四件套纯棉女孩全棉公主风床单被套三件套迪士尼床品,195.00
3003,"
大朴家纺旗舰店
",144笔,大朴240根纯棉四件套纯色床单无甲醛全棉双人被套1.8m床上用品,399.00
313,"
无印良品旗舰店
",68笔,无印良品树语素色简约针织枕套被罩床罩全棉床上用品四件套T1612,599.00
707,"
康尔馨奈罗专卖店
",152笔,五星级酒店四件套全棉纯棉1.8m床宾馆床上用品2.0m床双人简约纯色,599.00
3453,"
优居宝家纺旗舰店
",406笔,优居宝家纺春秋正品双面天丝四件套超柔裸睡1.8m床上用品被套特价,296.00
1202,"
伊沁家纺旗舰店
",2643笔,简约大气真丝被套四件套全棉纯棉1.8m冰丝蕾丝边公主风北欧式床品,254.00
760,"
博洋家纺官方旗舰店
",82笔,博洋家纺结婚庆被套四件套大红色床上用品欧式全棉纯棉床单2.0m床,499.00
439,"
博洋家纺官方旗舰店
",63笔,博洋家纺结婚庆四件套大红色全棉床单十件套10件套婚被套床上用品,1599.00
1521,"
水星家纺旗舰店
",716笔,水星家纺男童四件套纯棉卡通全棉床上用品1.8m全棉扬帆起航,299.00
3491,"
水星家纺旗舰店
",364笔,水星家纺婚庆四件套大红床单被套粉色婚庆床上用品喜庆百合热恋,499.00
1.5万,"
罗莱家纺官方旗舰店
",1566笔,LOVO家纺全棉四件套纯棉田园风床品床单四件套  罗莱生活旗下品牌,299.00
1484,"
罗莱家纺官方旗舰店
",362笔,罗莱家纺床上四件套全棉床品1.5m1.8m双人床简约条纹床单纯棉被套,499.00
8479,"
富安娜官方旗舰店
",219笔,富安娜四件套全棉纯棉1.8m双人床上用品夏季1.5m床单被套被罩床品,399.00
3605,"
富安娜官方旗舰店
",396笔,富安娜家纺少女心婚庆床品欧美风ins床上四件套全棉公主风1.8m床,599.00
9015,"
多喜爱旗舰店
",622笔,多喜爱家纺樱桃小丸子全棉三/四件套卡通全棉儿童套件果味童年,299.00
1416,"
多喜爱旗舰店
",287笔,多喜爱小猪佩奇之甜品假日全棉三/四件套儿童套件可爱卡通床品,299.00
1.9万,"
卡丝迪尔家纺旗舰店
",492笔,北欧四件套全棉纯棉简约1.8床单被子被套宿舍单人床上三件套床笠4,135.00
1.7万,"
南极人懿罗专卖店
",5255笔,南极人四件套全棉纯棉1.5米双人1.8m床上用品宿舍床单被套三件套,129.00
3027,"
闺秀家居专营店
",304笔,南极人全棉60支贡缎长绒棉四件套1.8m纯棉公主风床上用品床单被套,299.00
169,"
梦洁旗舰店
",244笔,梦洁美颂纯棉四件套全棉简约花卉双人套件100%棉床单款清风解语,429.00
881,"
梦洁旗舰店
",227笔,梦洁家纺新品美颂纯棉印花四件套兰亭浅雨新中式简约全棉床上用品,429.00
5412,"
卡丝迪尔家纺旗舰店
",588笔,床上四件套男全棉纯棉简约床单被罩被子被套三件套学生宿舍单人床,135.00
1707,"
南极人梦遐专卖店
",2699笔,南极人133x72床上四件套全棉纯棉1.8m床双人被套床单1.5简约田园,189.00
872,"
南极人雅梦专卖店
",2794笔,南极人床上四件套全棉纯棉床单被套双人1.8m床品1.5米宿舍三件套4,129.00
489,"
adream旗舰店
",53笔,A-Dream/一梦居蓝色全棉贴布绣花床上用品 欧式长绒棉贡缎四件套,608.00
11,"
康尔馨旗舰店
",131笔,康尔馨酒店床上用品四件套全棉纯棉60支简约被套欧式刺绣1.8m床,728.00
33,"
LOVO家纺官方旗舰店
",56笔,lovo家纺全棉四件套件长绒棉简约纯棉纯色床单被套时尚四件套,699.00
161,"
水星家纺品牌专卖店
",156笔,水星家纺全棉儿童三/四件套纯棉卡通套件男孩被套双人床单萌龙纪,299.00
795,"
康尔馨旗舰店
",57笔,康尔馨五星级酒店床上用品纯棉60支贡缎绣花双单人全棉床品四件套,572.00
476,"
雅芳婷旗舰店
",63笔,雅芳婷床上用品 春秋新品全棉四件套纯棉潮版床笠床上4件套T386,499.00
5158,"
南极人淘喆专卖店
",4888笔,南极人纯棉四件套床品1.8m双人床上用品全棉被套床单三件套1.5米,129.00
550,"
midohouse家居旗舰店
",75笔,订制限量款 100支匹马棉纯色刺绣花边全棉贡缎酒店床上用品四件套,969.00
32,"
南方寝饰家纺旗舰店
",140笔,南方寝饰纯棉四件套全棉1.8m床品单人被套床单双人1.5米床上用品,259.00
27,"
水星家纺品牌专卖店
",102笔,水星家纺婚庆大提花四件套大红结婚六件套1.8m双人床套件浪漫粉色,599.00
1110,"
尚喜堂旗舰店
",1256笔,纯棉四件套全棉家纺1.8m2.0米双人床单被套三件套床上用品夏季,225.00
325,"
水漾家纺旗舰店
",798笔,60支纯色天丝四件套夏季冰丝滑凉爽双面天丝1.8m床单被套床上用品,388.00
4559,"
天芳家纺旗舰店
",885笔,床上四件套全棉纯棉床单三件套1.8/2.0m床双人简约学生宿舍单人男,228.00
7901,"
天芳家纺旗舰店
",836笔,床上四件套纯棉全棉1.8/2.0m床简约双人床单三件套学生宿舍单人女,208.00
68,"
艾维家纺旗舰店
",86笔,领券立减100】床上四件套全棉纯棉床单被套1.8m花卉刺绣床上用品,688.00
5059,"
北极绒美宜佳专卖店
",2146笔,北极绒床上四件套全棉纯棉被套床单床笠公主风1.5m简约1.8m米床品,188.00
722,"
THEBEAST野兽派官方旗舰店
",220笔,THE BEAST/野兽派 井柏然同款 绣字全棉纯色床品四件套5尺/6尺,699.00
99,"
艾维家纺旗舰店
",56笔,送全套枕芯】艾维家纺婚庆四件套结婚大红色喜被子新婚房床上用品,1798.00
1303,"
科莎旗舰店
",450笔,北欧ins全棉床上四件套简约纯棉被套网红床单被子三件套床笠1.8m,159.00
404,"
罗莱儿童旗舰店
",140笔,罗莱家纺儿童四件套纯棉女孩春夏公主风床单卡通被套1.5m床上用品,399.00
7983,"
尚喜堂旗舰店
",372笔,加厚全棉磨毛四件套纯棉床单床笠被套1.8m2.0米双人床上用品1.5,245.00
136,"
水漾家纺旗舰店
",387笔,美式60S长绒棉数码印花贡缎四件套全棉床单被套1.8m纯棉床上用品,348.00
202,"
midohouse家居旗舰店
",83笔,mido house美式经典60支贡缎长绒棉四件套 全棉被套床单床上用品,378.00
264,"
罗莱儿童旗舰店
",111笔,罗莱家纺儿童床上用品女孩全棉四件套全棉床单被套波西米亚1.2M床,439.00
66,"
北极绒天丝专卖店
",253笔,日系简约素色水洗棉四件套纯色全棉床单床笠学生宿舍三4件套床品,268.00
386,"
浪莎家纺旗舰店
",259笔,浪莎纯棉匹马棉活性印花四件套 全棉床单被套床上用品1.8m1.5米,199.00
3.2万,"
谷蝶旗舰店
",2644笔,谷蝶 双人1.8m床上用品纯棉四件套 全棉简约1.5m床单被套婚庆床品,105.00
2235,"
合肥梦之家家居专营店
",180笔,恒源祥家纺 纯棉床单被套三四件套 简约条纹田园春夏全棉床上用品,245.00
391,"
梦洁宝贝旗舰店
",205笔,梦洁宝贝儿童纯棉四件套公主风纯棉床单被套学生宿舍三件套柔软,379.00
41,"
THEBEAST野兽派官方旗舰店
",113笔,THE BEAST/野兽派 绣字全棉纯色床品四件套 沉稳夜幕蓝床单被套,699.00
1.6万,"
华锦添家纺旗舰店
",1820笔,华锦添全棉四件套床上用品纯棉1.5/1.8m双人床单被套宿舍床品套件,98.00
3555,"
水之蓝家纺旗舰店
",1321笔,水之蓝床上四件套全棉纯棉公主风被套床单床笠1.5m/1.8m床罩双人,173.00
355,"
清悠居旗舰店
",131笔,欧式床上用品四件套 高档奢华十件套 美式结婚床品婚庆四六八件套,1280.00
4326,"
天猫超市
",717笔,百富帝四件套全棉四件套 床上四件套 单双人被套床单,159.00
298,"
无印良品旗舰店
",50笔,无印良品 海棠花谷 全棉针织面料被罩床笠枕套 纯棉四件套,599.00
1.9万,"
恬梦家纺旗舰店
",812笔,全棉床单被套四件套纯棉1.2宿舍三件套简约格子1.5m1.8米床上套件,158.00
1.0万,"
莫凡家纺旗舰店
",2960笔,莫凡家纺正品全棉四件套1.8m防螨被套床单纯棉4件套1.5米单双人床,99.00
5505,"
天猫超市
",697笔,百富帝四件套全棉印花四件套 单双人床上四件套床品套件,169.00
226,"
无印良品旗舰店
",47笔,无印良品 心情笔记 简约枕套被罩床罩 素色针织纯棉四件套T1611,599.00
4049,"
觉先生家居旗舰店
",2781笔,北欧纯棉四件套全棉床品1.8m床上用品宿舍被套床单三件套1.5米,109.00
4.7万,"
艾do家纺旗舰店
",1303笔,纯棉四件套公主风全棉床品1.8m床上用品宿舍被套床单三件套1.5米,129.00
213,"
伊沁家纺旗舰店
",807笔,夏季冰丝夏凉双面真丝四件套纯色简约刺绣床笠款1.5/1.8m床上用品,216.00
683,"
皇冠寝饰旗舰店
",64笔,欧式双面天丝床上四件套1.8m2.0m床夏季简约双人纯色床单被套床品,498.00
4029,"
馨而乐家纺官方旗舰店
",115笔,富安娜家纺 馨而乐床上四件套全棉纯棉1.8床品双人床单被套公主风,299.00
3032,"
紫罗兰官方旗舰店
",296笔,紫罗兰床上用品 纯棉宜家四件套全棉1.8m被子被套床单宿舍1.5米,139.00
922,"
放飞梦旗舰店
",448笔,婚庆四件套结婚新婚礼纯棉刺绣喜被大红色蕾丝床单盖1.8m床上用品,258.00
2904,"
美琳秀旗舰店
",271笔,美琳秀床品四件套纯棉全棉床单被套1.8m床被子床上用品简约4件套,193.00
2007,"
兰叙家纺旗舰店
",343笔,LENCIER兰叙 北欧60支长绒棉贡缎四件套纯棉1.8m床单全棉印花被套,389.00
15,"
兰叙家纺旗舰店
",219笔,LENCIER兰叙 北欧60支天丝四件套纯色简约被套床单床上用品 贝格,449.00
2345,"
blueblue旗舰店
",129笔,儿童四件套纯棉地中海全棉男孩1.5m床单人被套三件套床上用品1.2m,176.00
6134,"
恩兴家纺旗舰店
",354笔,全棉床上用品四件套纯棉床单被套单人1.2m米学生寝室宿舍3三件套,135.00
50,"
佳丽斯旗舰店
",130笔,佳丽斯全棉四件套1.8m床贡缎碎花单双人被套床单床上用品套件,398.00
1.7万,"
圣玛蒂旗舰店
",122笔,圣玛蒂秋冬季磨毛四件套全棉活性加厚款床单被套纯棉2.0m双人床笠,239.00
158,"
皮尔卡丹有侑专卖店
",467笔,四件套全棉纯棉1.8m米床上用品4床单被套简约双人夏季欧式水洗棉,249.00
2075,"
blueblue旗舰店
",160笔,BlueBlue儿童四件套卡通纯棉全棉男孩1米5床上用品1.2m床单人被套,139.00
717,"
枕水人家旗舰店
",58笔,枕水人家真丝丝绸四件套结婚庆桑蚕丝床上用品套件真丝被套,2199.00
6763,"
南方寝饰家纺旗舰店
",75笔,南方寝饰保暖全棉磨毛四件套1.5米1.8m床上纯棉床单被套2.0双人床,369.00
3945,"
恩兴家纺旗舰店
",5020笔,ins北欧全棉纯棉床上四件套学生宿舍单人床单3三件套网红被套被单,135.00
260,"
缦帛旗舰店
",803笔,婚庆四件套大红全棉刺绣新婚床品结婚六八十件套纯棉绣花床上用品,365.16
1.8万,"
雅吖家纺旗舰店
",1318笔,全棉韩式床上用品纯棉四件套公主田园1.5米1.8m床单被套2.0双人夏,169.00
33,"
梦洁宝贝旗舰店
",80笔,梦洁宝贝床上三件套儿童纯棉套件学生宿舍三四件套1.2m床单被套,446.00
52,"
北极绒",186笔,简约床上四件套男全棉纯棉1.8m1.5床单人被罩被子被套宿舍三件套4,165.00
697,"
博洋家纺官方旗舰店
",170笔,博洋家纺四件套纯棉简约格纹男士被套1.8m床上用品全棉双人床单,399.00
137,"
博洋家纺官方旗舰店
",129笔,博洋家纺四件套全棉田园1.8m床单被套韩式春季双人床上用品纯棉,399.00
2.6万,"
水星家纺旗舰店
",477笔,水星家纺四件套全棉纯棉特价床上四件套1.8m床简约被套床单双人,339.00
2527,"
水星家纺旗舰店
",256笔,水星家纺四件套全棉纯棉双人1.8m花卉图案被套床单清莹似翼,339.00
3087,"
罗莱家纺官方旗舰店
",556笔,罗莱家纺床上用品全棉四件套纯棉4件套被套特价床单双人1.8/1.5m,799.00
1642,"
罗莱家纺官方旗舰店
",348笔,罗莱家纺全棉婚庆四件套大红结婚床上用品1.8m双人床纯棉被套床单,799.00
7991,"
富安娜官方旗舰店
",465笔,富安娜四件套全棉纯棉1.8米婚庆床品1.5双人床单被套被罩结婚家纺,549.00
1.0万,"
富安娜官方旗舰店
",228笔,富安娜家纺床上四件套全棉纯棉贡缎双人1.8m床品单人被套床单枕套,499.00
1245,"
多喜爱旗舰店
",170笔,多喜爱家纺全棉四件套床上用品套件北欧条格双人床单被套诺里奇,299.00
5023,"
多喜爱旗舰店
",310笔,多喜爱家纺全棉四件套田园风韩版全棉床单被套床上用品快乐糖果,229.00
97,"
梦洁旗舰店
",191笔,梦洁美颂纯棉四件套全棉床单田园花卉被罩纯棉印花四件套闲庭花开,429.00
29,"
梦洁旗舰店
",88笔,梦洁家纺美颂纯棉印花四件套床单被套优雅舒适床上用品梦里花开,429.00
990,"
卡丝迪尔家纺旗舰店
",298笔,北欧ins简约全棉四件套纯棉1.8m床单被套床上三件套男1.5m床笠夏,176.00
413,"
卡丝迪尔家纺旗舰店
",463笔,ins床上四件套全棉纯棉公主风清新床单被套被子网红1.5m三件套1.8,146.00
656,"
康尔馨旗舰店
",53笔,康尔馨五星级酒店床上用品纯棉床单四件套白色简约1.8m床全棉贡缎,530.00
1.9万,"
南极人悠选专卖店
",398笔,南极人纯棉四件套全棉 春夏简约床上用品1.5m床单被套双人1.8米床,129.00
30,"
南极人梦遐专卖店
",471笔,南极人高支高密床上四件套全棉纯棉1.8m床1.5米床单被套简约田园,99.00
1.2万,"
南极人懿罗专卖店
",763笔,南极人纯棉四件套全棉网红床上用品简约被套床单三件套1.5m1.8米,116.00
6878,"
天芳家纺旗舰店
",873笔,床上四件套全棉纯棉床单三件套简约学生宿舍1.8m床韩式双人单人男,198.00
400,"
康尔馨旗舰店
",80笔,康尔馨五星级酒店床上四件套纯棉60支贡缎全棉刺绣1.8m床简约纯色,760.00
107,"
水星家纺品牌专卖店
",157笔,水星家纺欧式大提花四件套简约被套件1.8米床双人床上4件套床品,499.00
598,"
南极人维米专卖店
",270笔,南极人全棉四件套1.5床单1.8m被套床单床笠双人纯棉床上用品4件套,189.00
36,"
南极人懿罗专卖店
",398笔,南极人四件套全棉纯棉简约网红床上用品1.5m1.8米床双人床单被套,159.00
123,"
水星家纺品牌专卖店
",61笔,水星家纺绣花婚庆四件套纯棉1.8m双人大红结婚全棉套件臻爱永恒,799.00
412,"
艾维家纺旗舰店
",55笔,送枕芯】艾维家纺婚庆四件套大红色结婚床上用品新婚房喜被六件套,1698.00
153,"
midohouse家居旗舰店
",128笔,全棉1.8m床上用品  60支双拼款 简约纯色贡缎床品床笠被套四件套,315.00
197,"
midohouse家居旗舰店
",86笔,十二星座刺绣款 60支306TC贡缎长绒棉四件套全棉纯棉床上用品,436.00
213,"
罗莱儿童旗舰店
",156笔,罗莱家纺儿童纯棉斜纹四件套公主风家纺床上用品香水瓶子,299.00
1355,"
尚喜堂旗舰店
",396笔,纯棉四件套全棉套件1.5/1.8m2.0米双人床单被套床笠床上用品家纺,198.00
1334,"
尚喜堂旗舰店
",82笔,纯天丝四件套冰丝床单丝绸床上用品1.8m2.0米床双人夏季丝滑裸睡,325.00
946,"
觉先生家居旗舰店
",1352笔,觉先生纯棉四件套全棉床品1.8m床上用品宿舍被套床单2.0双人1.5米,149.00
3211,"
恩兴家纺旗舰店
",285笔,纯棉四件套全棉单人宿舍三件套网红床单被套少女心公主风床上用品,175.00
